,Unnamed: 0,date,county,state,fips,cases,deaths,Population,casesprop,deathsprop,dailycase,weeklycase,dailydeath,weeklydeath,weeklyper100k,tranlevel,population_density_per_sq_mile,Minority_pct,region,pop_dens,Hotspot,Hotspot_in_2_weeks
4223,4260,2021-08-12,Mitchell,North Carolina,37121.0,1534,16.0,14783.0,0.1038,0.0011,4.0,37.0,0.0,0.0,250.29,High,67.4,0.0832,Western,67.4,True,True
4323,4360,2021-08-13,Mitchell,North Carolina,37121.0,1544,16.0,14783.0,0.1044,0.0011,10.0,37.0,0.0,0.0,250.29,High,67.4,0.0832,Western,67.4,True,True
4423,4460,2021-08-14,Mitchell,North Carolina,37121.0,1544,16.0,14783.0,0.1044,0.0011,0.0,37.0,0.0,0.0,250.29,High,67.4,0.0832,Western,67.4,True,True
4523,4560,2021-08-15,Mitchell,North Carolina,37121.0,1544,16.0,14783.0,0.1044,0.0011,0.0,37.0,0.0,0.0,250.29,High,67.4,0.0832,Western,67.4,True,True
4623,4660,2021-08-16,Mitchell,North Carolina,37121.0,1559,16.0,14783.0,0.1055,0.0011,15.0,41.0,0.0,0.0,277.35,High,67.4,0.0832,Western,67.4,True,True
4723,4760,2021-08-17,Mitchell,North Carolina,37121.0,1561,16.0,14783.0,0.1056,0.0011,2.0,40.0,0.0,0.0,270.58,High,67.4,0.0832,Western,67.4,True,True
4823,4860,2021-08-18,Mitchell,North Carolina,37121.0,1565,16.0,14783.0,0.1059,0.0011,4.0,35.0,0.0,0.0,236.76,High,67.4,0.0832,Western,67.4,True,True
4923,4960,2021-08-19,Mitchell,North Carolina,37121.0,1574,16.0,14783.0,0.1065,0.0011,9.0,40.0,0.0,0.0,270.58,High,67.4,0.0832,Western,67.4,True,True
5023,5060,2021-08-20,Mitchell,North Carolina,37121.0,1581,16.0,14783.0,0.1069,0.0011,7.0,37.0,0.0,0.0,250.29,High,67.4,0.0832,Western,67.4,True,True
5123,5160,2021-08-21,Mitchell,North Carolina,37121.0,1581,16.0,14783.0,0.1069,0.0011,0.0,37.0,0.0,0.0,250.29,High,67.4,0.0832,Western,67.4,True,True
5223,5260,2021-08-22,Mitchell,North Carolina,37121.0,1581,16.0,14783.0,0.1069,0.0011,0.0,37.0,0.0,0.0,250.29,High,67.4,0.0832,Western,67.4,True,True
5323,5360,2021-08-23,Mitchell,North Carolina,37121.0,1603,16.0,14783.0,0.1084,0.0011,22.0,44.0,0.0,0.0,297.64,High,67.4,0.0832,Western,67.4,True,True
5423,5460,2021-08-24,Mitchell,North Carolina,37121.0,1614,16.0,14783.0,0.1092,0.0011,11.0,53.0,0.0,0.0,358.52,High,67.4,0.0832,Western,67.4,True,True
5523,5560,2021-08-25,Mitchell,North Carolina,37121.0,1616,16.0,14783.0,0.1093,0.0011,2.0,51.0,0.0,0.0,344.99,High,67.4,0.0832,Western,67.4,True,True
5623,5660,2021-08-26,Mitchell,North Carolina,37121.0,1632,16.0,14783.0,0.1104,0.0011,16.0,58.0,0.0,0.0,392.34,High,67.4,0.0832,Western,67.4,True,True
5723,5760,2021-08-27,Mitchell,North Carolina,37121.0,1641,16.0,14783.0,0.111,0.0011,9.0,60.0,0.0,0.0,405.87,High,67.4,0.0832,Western,67.4,True,True
5823,5860,2021-08-28,Mitchell,North Carolina,37121.0,1641,16.0,14783.0,0.111,0.0011,0.0,60.0,0.0,0.0,405.87,High,67.4,0.0832,Western,67.4,True,True
5923,5960,2021-08-29,Mitchell,North Carolina,37121.0,1641,16.0,14783.0,0.111,0.0011,0.0,60.0,0.0,0.0,405.87,High,67.4,0.0832,Western,67.4,True,True
6023,6060,2021-08-30,Mitchell,North Carolina,37121.0,1660,16.0,14783.0,0.1123,0.0011,19.0,57.0,0.0,0.0,385.58,High,67.4,0.0832,Western,67.4,True,True
6123,6160,2021-08-31,Mitchell,North Carolina,37121.0,1667,16.0,14783.0,0.1128,0.0011,7.0,53.0,0.0,0.0,358.52,High,67.4,0.0832,Western,67.4,True,True
6223,6260,2021-09-01,Mitchell,North Carolina,37121.0,1672,16.0,14783.0,0.1131,0.0011,5.0,56.0,0.0,0.0,378.81,High,67.4,0.0832,Western,67.4,True,True
6323,6360,2021-09-02,Mitchell,North Carolina,37121.0,1699,16.0,14783.0,0.1149,0.0011,27.0,67.0,0.0,0.0,453.22,High,67.4,0.0832,Western,67.4,True,True
6423,6460,2021-09-03,Mitchell,North Carolina,37121.0,1713,16.0,14783.0,0.1159,0.0011,14.0,72.0,0.0,0.0,487.05,High,67.4,0.0832,Western,67.4,True,True
6523,6560,2021-09-04,Mitchell,North Carolina,37121.0,1713,16.0,14783.0,0.1159,0.0011,0.0,72.0,0.0,0.0,487.05,High,67.4,0.0832,Western,67.4,True,True
6623,6660,2021-09-05,Mitchell,North Carolina,37121.0,1713,16.0,14783.0,0.1159,0.0011,0.0,72.0,0.0,0.0,487.05,High,67.4,0.0832,Western,67.4,True,True
6723,6760,2021-09-06,Mitchell,North Carolina,37121.0,1713,16.0,14783.0,0.1159,0.0011,0.0,53.0,0.0,0.0,358.52,High,67.4,0.0832,Western,67.4,True,True
6823,6860,2021-09-07,Mitchell,North Carolina,37121.0,1738,16.0,14783.0,0.1176,0.0011,25.0,71.0,0.0,0.0,480.28,High,67.4,0.0832,Western,67.4,True,True
6923,6960,2021-09-08,Mitchell,North Carolina,37121.0,1756,17.0,14783.0,0.1188,0.0011,18.0,84.0,1.0,1.0,568.22,High,67.4,0.0832,Western,67.4,True,True
7023,7060,2021-09-09,Mitchell,North Carolina,37121.0,1762,17.0,14783.0,0.1192,0.0011,6.0,63.0,0.0,1.0,426.17,High,67.4,0.0832,Western,67.4,True,True
7123,7160,2021-09-10,Mitchell,North Carolina,37121.0,1764,17.0,14783.0,0.1193,0.0011,2.0,51.0,0.0,1.0,344.99,High,67.4,0.0832,Western,67.4,True,True
7223,7260,2021-09-11,Mitchell,North Carolina,37121.0,1764,17.0,14783.0,0.1193,0.0011,0.0,51.0,0.0,1.0,344.99,High,67.4,0.0832,Western,67.4,True,True
7323,7360,2021-09-12,Mitchell,North Carolina,37121.0,1764,17.0,14783.0,0.1193,0.0011,0.0,51.0,0.0,1.0,344.99,High,67.4,0.0832,Western,67.4,True,True
7423,7460,2021-09-13,Mitchell,North Carolina,37121.0,1799,17.0,14783.0,0.1217,0.0011,35.0,86.0,0.0,1.0,581.75,High,67.4,0.0832,Western,67.4,True,True
7523,7560,2021-09-14,Mitchell,North Carolina,37121.0,1807,17.0,14783.0,0.1222,0.0011,8.0,69.0,0.0,1.0,466.75,High,67.4,0.0832,Western,67.4,True,True
7623,7660,2021-09-15,Mitchell,North Carolina,37121.0,1808,17.0,14783.0,0.1223,0.0011,1.0,52.0,0.0,0.0,351.76,High,67.4,0.0832,Western,67.4,True,True
7723,7760,2021-09-16,Mitchell,North Carolina,37121.0,1811,17.0,14783.0,0.1225,0.0011,3.0,49.0,0.0,0.0,331.46,High,67.4,0.0832,Western,67.4,True,True
7823,7860,2021-09-17,Mitchell,North Carolina,37121.0,1822,17.0,14783.0,0.1232,0.0011,11.0,58.0,0.0,0.0,392.34,High,67.4,0.0832,Western,67.4,True,True
7923,7960,2021-09-18,Mitchell,North Carolina,37121.0,1822,17.0,14783.0,0.1232,0.0011,0.0,58.0,0.0,0.0,392.34,High,67.4,0.0832,Western,67.4,True,True
8023,8060,2021-09-19,Mitchell,North Carolina,37121.0,1822,17.0,14783.0,0.1232,0.0011,0.0,58.0,0.0,0.0,392.34,High,67.4,0.0832,Western,67.4,True,True
8123,8160,2021-09-20,Mitchell,North Carolina,37121.0,1838,17.0,14783.0,0.1243,0.0011,16.0,39.0,0.0,0.0,263.82,High,67.4,0.0832,Western,67.4,True,True
8223,8260,2021-09-21,Mitchell,North Carolina,37121.0,1839,17.0,14783.0,0.1244,0.0011,1.0,32.0,0.0,0.0,216.46,High,67.4,0.0832,Western,67.4,True,True
8323,8360,2021-09-22,Mitchell,North Carolina,37121.0,1841,17.0,14783.0,0.1245,0.0011,2.0,33.0,0.0,0.0,223.23,High,67.4,0.0832,Western,67.4,True,True
8423,8460,2021-09-23,Mitchell,North Carolina,37121.0,1853,17.0,14783.0,0.1253,0.0011,12.0,42.0,0.0,0.0,284.11,High,67.4,0.0832,Western,67.4,True,True
8523,8560,2021-09-24,Mitchell,North Carolina,37121.0,1856,17.0,14783.0,0.1255,0.0011,3.0,34.0,0.0,0.0,229.99,High,67.4,0.0832,Western,67.4,True,True
8623,8660,2021-09-25,Mitchell,North Carolina,37121.0,1856,17.0,14783.0,0.1255,0.0011,0.0,34.0,0.0,0.0,229.99,High,67.4,0.0832,Western,67.4,True,True
8723,8760,2021-09-26,Mitchell,North Carolina,37121.0,1856,17.0,14783.0,0.1255,0.0011,0.0,34.0,0.0,0.0,229.99,High,67.4,0.0832,Western,67.4,True,True
8823,8860,2021-09-27,Mitchell,North Carolina,37121.0,1868,17.0,14783.0,0.1264,0.0011,12.0,30.0,0.0,0.0,202.94,High,67.4,0.0832,Western,67.4,True,True
8923,8960,2021-09-28,Mitchell,North Carolina,37121.0,1871,17.0,14783.0,0.1266,0.0011,3.0,32.0,0.0,0.0,216.46,High,67.4,0.0832,Western,67.4,True,True
9023,9060,2021-09-29,Mitchell,North Carolina,37121.0,1873,17.0,14783.0,0.1267,0.0011,2.0,32.0,0.0,0.0,216.46,High,67.4,0.0832,Western,67.4,True,True
9123,9160,2021-09-30,Mitchell,North Carolina,37121.0,1883,18.0,14783.0,0.1274,0.0012,10.0,30.0,1.0,1.0,202.94,High,67.4,0.0832,Western,67.4,True,True
9223,9260,2021-10-01,Mitchell,North Carolina,37121.0,1891,18.0,14783.0,0.1279,0.0012,8.0,35.0,0.0,1.0,236.76,High,67.4,0.0832,Western,67.4,True,True
9323,9360,2021-10-02,Mitchell,North Carolina,37121.0,1891,18.0,14783.0,0.1279,0.0012,0.0,35.0,0.0,1.0,236.76,High,67.4,0.0832,Western,67.4,True,True
9423,9460,2021-10-03,Mitchell,North Carolina,37121.0,1891,18.0,14783.0,0.1279,0.0012,0.0,35.0,0.0,1.0,236.76,High,67.4,0.0832,Western,67.4,True,True
9523,9560,2021-10-04,Mitchell,North Carolina,37121.0,1911,18.0,14783.0,0.1293,0.0012,20.0,43.0,0.0,1.0,290.87,High,67.4,0.0832,Western,67.4,True,True
9623,9660,2021-10-05,Mitchell,North Carolina,37121.0,1916,18.0,14783.0,0.1296,0.0012,5.0,45.0,0.0,1.0,304.4,High,67.4,0.0832,Western,67.4,True,True
9723,9760,2021-10-06,Mitchell,North Carolina,37121.0,1921,18.0,14783.0,0.1299,0.0012,5.0,48.0,0.0,1.0,324.7,High,67.4,0.0832,Western,67.4,True,True
9823,9860,2021-10-07,Mitchell,North Carolina,37121.0,1935,18.0,14783.0,0.1309,0.0012,14.0,52.0,0.0,0.0,351.76,High,67.4,0.0832,Western,67.4,True,True
9923,9960,2021-10-08,Mitchell,North Carolina,37121.0,1945,18.0,14783.0,0.1316,0.0012,10.0,54.0,0.0,0.0,365.28,High,67.4,0.0832,Western,67.4,True,True
10023,10060,2021-10-09,Mitchell,North Carolina,37121.0,1945,18.0,14783.0,0.1316,0.0012,0.0,54.0,0.0,0.0,365.28,High,67.4,0.0832,Western,67.4,True,True
10123,10160,2021-10-10,Mitchell,North Carolina,37121.0,1945,18.0,14783.0,0.1316,0.0012,0.0,54.0,0.0,0.0,365.28,High,67.4,0.0832,Western,67.4,True,True
10223,10260,2021-10-11,Mitchell,North Carolina,37121.0,1957,18.0,14783.0,0.1324,0.0012,12.0,46.0,0.0,0.0,311.17,High,67.4,0.0832,Western,67.4,True,True
10323,10360,2021-10-12,Mitchell,North Carolina,37121.0,1958,18.0,14783.0,0.1324,0.0012,1.0,42.0,0.0,0.0,284.11,High,67.4,0.0832,Western,67.4,True,True
10423,10460,2021-10-13,Mitchell,North Carolina,37121.0,1960,18.0,14783.0,0.1326,0.0012,2.0,39.0,0.0,0.0,263.82,High,67.4,0.0832,Western,67.4,True,True
10523,10560,2021-10-14,Mitchell,North Carolina,37121.0,1979,18.0,14783.0,0.1339,0.0012,19.0,44.0,0.0,0.0,297.64,High,67.4,0.0832,Western,67.4,True,True
10623,10660,2021-10-15,Mitchell,North Carolina,37121.0,1986,18.0,14783.0,0.1343,0.0012,7.0,41.0,0.0,0.0,277.35,High,67.4,0.0832,Western,67.4,True,True
10723,10760,2021-10-16,Mitchell,North Carolina,37121.0,1986,18.0,14783.0,0.1343,0.0012,0.0,41.0,0.0,0.0,277.35,High,67.4,0.0832,Western,67.4,True,True
10823,10860,2021-10-17,Mitchell,North Carolina,37121.0,1986,18.0,14783.0,0.1343,0.0012,0.0,41.0,0.0,0.0,277.35,High,67.4,0.0832,Western,67.4,True,True
10923,10960,2021-10-18,Mitchell,North Carolina,37121.0,1998,18.0,14783.0,0.1352,0.0012,12.0,41.0,0.0,0.0,277.35,High,67.4,0.0832,Western,67.4,True,True
11023,11060,2021-10-19,Mitchell,North Carolina,37121.0,2002,18.0,14783.0,0.1354,0.0012,4.0,44.0,0.0,0.0,297.64,High,67.4,0.0832,Western,67.4,True,True
11123,11160,2021-10-20,Mitchell,North Carolina,37121.0,2004,18.0,14783.0,0.1356,0.0012,2.0,44.0,0.0,0.0,297.64,High,67.4,0.0832,Western,67.4,True,True
11223,11260,2021-10-21,Mitchell,North Carolina,37121.0,2018,18.0,14783.0,0.1365,0.0012,14.0,39.0,0.0,0.0,263.82,High,67.4,0.0832,Western,67.4,True,True
11323,11360,2021-10-22,Mitchell,North Carolina,37121.0,2021,18.0,14783.0,0.1367,0.0012,3.0,35.0,0.0,0.0,236.76,High,67.4,0.0832,Western,67.4,True,True
11423,11460,2021-10-23,Mitchell,North Carolina,37121.0,2021,18.0,14783.0,0.1367,0.0012,0.0,35.0,0.0,0.0,236.76,High,67.4,0.0832,Western,67.4,True,True
11523,11560,2021-10-24,Mitchell,North Carolina,37121.0,2021,18.0,14783.0,0.1367,0.0012,0.0,35.0,0.0,0.0,236.76,High,67.4,0.0832,Western,67.4,True,True
11623,11660,2021-10-25,Mitchell,North Carolina,37121.0,2030,21.0,14783.0,0.1373,0.0014,9.0,32.0,3.0,3.0,216.46,High,67.4,0.0832,Western,67.4,True,True
11723,11760,2021-10-26,Mitchell,North Carolina,37121.0,2034,21.0,14783.0,0.1376,0.0014,4.0,32.0,0.0,3.0,216.46,High,67.4,0.0832,Western,67.4,True,True
11823,11860,2021-10-27,Mitchell,North Carolina,37121.0,2034,21.0,14783.0,0.1376,0.0014,0.0,30.0,0.0,3.0,202.94,High,67.4,0.0832,Western,67.4,True,True
11923,11960,2021-10-28,Mitchell,North Carolina,37121.0,2053,21.0,14783.0,0.1389,0.0014,19.0,35.0,0.0,3.0,236.76,High,67.4,0.0832,Western,67.4,True,True
12023,12060,2021-10-29,Mitchell,North Carolina,37121.0,2057,21.0,14783.0,0.1391,0.0014,4.0,36.0,0.0,3.0,243.52,High,67.4,0.0832,Western,67.4,True,True
12123,12160,2021-10-30,Mitchell,North Carolina,37121.0,2057,21.0,14783.0,0.1391,0.0014,0.0,36.0,0.0,3.0,243.52,High,67.4,0.0832,Western,67.4,True,True
12223,12260,2021-10-31,Mitchell,North Carolina,37121.0,2057,21.0,14783.0,0.1391,0.0014,0.0,36.0,0.0,3.0,243.52,High,67.4,0.0832,Western,67.4,True,True
12323,12360,2021-11-01,Mitchell,North Carolina,37121.0,2066,21.0,14783.0,0.1398,0.0014,9.0,36.0,0.0,0.0,243.52,High,67.4,0.0832,Western,67.4,True,True
12423,12460,2021-11-02,Mitchell,North Carolina,37121.0,2068,21.0,14783.0,0.1399,0.0014,2.0,34.0,0.0,0.0,229.99,High,67.4,0.0832,Western,67.4,True,True
12523,12560,2021-11-03,Mitchell,North Carolina,37121.0,2067,21.0,14783.0,0.1398,0.0014,-1.0,33.0,0.0,0.0,223.23,High,67.4,0.0832,Western,67.4,True,True
12623,12660,2021-11-04,Mitchell,North Carolina,37121.0,2075,21.0,14783.0,0.1404,0.0014,8.0,22.0,0.0,0.0,148.82,High,67.4,0.0832,Western,67.4,True,True
12723,12760,2021-11-05,Mitchell,North Carolina,37121.0,2078,21.0,14783.0,0.1406,0.0014,3.0,21.0,0.0,0.0,142.06,High,67.4,0.0832,Western,67.4,True,True
12823,12860,2021-11-06,Mitchell,North Carolina,37121.0,2078,21.0,14783.0,0.1406,0.0014,0.0,21.0,0.0,0.0,142.06,High,67.4,0.0832,Western,67.4,True,True
12923,12960,2021-11-07,Mitchell,North Carolina,37121.0,2078,21.0,14783.0,0.1406,0.0014,0.0,21.0,0.0,0.0,142.06,High,67.4,0.0832,Western,67.4,True,True
13023,13060,2021-11-08,Mitchell,North Carolina,37121.0,2095,21.0,14783.0,0.1417,0.0014,17.0,29.0,0.0,0.0,196.17,High,67.4,0.0832,Western,67.4,True,True
13123,13160,2021-11-09,Mitchell,North Carolina,37121.0,2097,21.0,14783.0,0.1419,0.0014,2.0,29.0,0.0,0.0,196.17,High,67.4,0.0832,Western,67.4,True,True
13223,13260,2021-11-10,Mitchell,North Carolina,37121.0,2097,21.0,14783.0,0.1419,0.0014,0.0,30.0,0.0,0.0,202.94,High,67.4,0.0832,Western,67.4,True,True
13323,13360,2021-11-11,Mitchell,North Carolina,37121.0,2097,21.0,14783.0,0.1419,0.0014,0.0,22.0,0.0,0.0,148.82,High,67.4,0.0832,Western,67.4,True,True
13423,13460,2021-11-12,Mitchell,North Carolina,37121.0,2111,21.0,14783.0,0.1428,0.0014,14.0,33.0,0.0,0.0,223.23,High,67.4,0.0832,Western,67.4,True,True
13523,13560,2021-11-13,Mitchell,North Carolina,37121.0,2111,21.0,14783.0,0.1428,0.0014,0.0,33.0,0.0,0.0,223.23,High,67.4,0.0832,Western,67.4,True,True
13623,13660,2021-11-14,Mitchell,North Carolina,37121.0,2111,21.0,14783.0,0.1428,0.0014,0.0,33.0,0.0,0.0,223.23,High,67.4,0.0832,Western,67.4,True,True
13723,13760,2021-11-15,Mitchell,North Carolina,37121.0,2117,21.0,14783.0,0.1432,0.0014,6.0,22.0,0.0,0.0,148.82,High,67.4,0.0832,Western,67.4,True,True
13823,13860,2021-11-16,Mitchell,North Carolina,37121.0,2118,21.0,14783.0,0.1433,0.0014,1.0,21.0,0.0,0.0,142.06,High,67.4,0.0832,Western,67.4,True,True
13923,13960,2021-11-17,Mitchell,North Carolina,37121.0,2119,21.0,14783.0,0.1433,0.0014,1.0,22.0,0.0,0.0,148.82,High,67.4,0.0832,Western,67.4,True,True
14023,14060,2021-11-18,Mitchell,North Carolina,37121.0,2121,21.0,14783.0,0.1435,0.0014,2.0,24.0,0.0,0.0,162.35,High,67.4,0.0832,Western,67.4,True,True
14123,14160,2021-11-19,Mitchell,North Carolina,37121.0,2126,22.0,14783.0,0.1438,0.0015,5.0,15.0,1.0,1.0,101.47,High,67.4,0.0832,Western,67.4,True,
14223,14260,2021-11-20,Mitchell,North Carolina,37121.0,2126,22.0,14783.0,0.1438,0.0015,0.0,15.0,0.0,1.0,101.47,High,67.4,0.0832,Western,67.4,True,
14323,14360,2021-11-21,Mitchell,North Carolina,37121.0,2126,22.0,14783.0,0.1438,0.0015,0.0,15.0,0.0,1.0,101.47,High,67.4,0.0832,Western,67.4,True,
14423,14460,2021-11-22,Mitchell,North Carolina,37121.0,2135,22.0,14783.0,0.1444,0.0015,9.0,18.0,0.0,1.0,121.76,High,67.4,0.0832,Western,67.4,True,
14523,14560,2021-11-23,Mitchell,North Carolina,37121.0,2138,22.0,14783.0,0.1446,0.0015,3.0,20.0,0.0,1.0,135.29,High,67.4,0.0832,Western,67.4,True,
14623,14660,2021-11-24,Mitchell,North Carolina,37121.0,2143,22.0,14783.0,0.145,0.0015,5.0,24.0,0.0,1.0,162.35,High,67.4,0.0832,Western,67.4,True,
14723,14760,2021-11-25,Mitchell,North Carolina,37121.0,2143,22.0,14783.0,0.145,0.0015,0.0,22.0,0.0,1.0,148.82,High,67.4,0.0832,Western,67.4,True,
14823,14860,2021-11-26,Mitchell,North Carolina,37121.0,2143,22.0,14783.0,0.145,0.0015,0.0,17.0,0.0,0.0,115.0,High,67.4,0.0832,Western,67.4,True,
14923,14960,2021-11-27,Mitchell,North Carolina,37121.0,2143,22.0,14783.0,0.145,0.0015,0.0,17.0,0.0,0.0,115.0,High,67.4,0.0832,Western,67.4,True,
15023,15060,2021-11-28,Mitchell,North Carolina,37121.0,2143,22.0,14783.0,0.145,0.0015,0.0,17.0,0.0,0.0,115.0,High,67.4,0.0832,Western,67.4,True,
15123,15160,2021-11-29,Mitchell,North Carolina,37121.0,2159,22.0,14783.0,0.146,0.0015,16.0,24.0,0.0,0.0,162.35,High,67.4,0.0832,Western,67.4,True,
15223,15260,2021-11-30,Mitchell,North Carolina,37121.0,2163,22.0,14783.0,0.1463,0.0015,4.0,25.0,0.0,0.0,169.11,High,67.4,0.0832,Western,67.4,True,
15323,15360,2021-12-01,Mitchell,North Carolina,37121.0,2171,22.0,14783.0,0.1469,0.0015,8.0,28.0,0.0,0.0,189.41,High,67.4,0.0832,Western,67.4,True,
15422,15460,2021-12-02,Mitchell,North Carolina,37121.0,2180,22.0,14783.0,0.1475,0.0015,9.0,37.0,0.0,0.0,250.29,High,67.4,0.0832,Western,67.4,True,
61,61,2021-07-01,Montgomery,North Carolina,37123.0,3383,97.0,25485.0,0.1327,0.0038,0.0,0.0,0.0,0.0,0.0,Low,52.4,0.3431,Eastern,52.4,False,False
161,161,2021-07-02,Montgomery,North Carolina,37123.0,3384,97.0,25485.0,0.1328,0.0038,1.0,0.0,0.0,0.0,0.0,Low,52.4,0.3431,Eastern,52.4,False,True
261,261,2021-07-03,Montgomery,North Carolina,37123.0,3384,97.0,25485.0,0.1328,0.0038,0.0,0.0,0.0,0.0,0.0,Low,52.4,0.3431,Eastern,52.4,False,True
361,361,2021-07-04,Montgomery,North Carolina,37123.0,3384,97.0,25485.0,0.1328,0.0038,0.0,0.0,0.0,0.0,0.0,Low,52.4,0.3431,Eastern,52.4,False,True
461,461,2021-07-05,Montgomery,North Carolina,37123.0,3384,97.0,25485.0,0.1328,0.0038,0.0,0.0,0.0,0.0,0.0,Low,52.4,0.3431,Eastern,52.4,False,True
561,561,2021-07-06,Montgomery,North Carolina,37123.0,3389,97.0,25485.0,0.133,0.0038,5.0,0.0,0.0,0.0,0.0,Low,52.4,0.3431,Eastern,52.4,False,True
661,661,2021-07-07,Montgomery,North Carolina,37123.0,3389,97.0,25485.0,0.133,0.0038,0.0,0.0,0.0,0.0,0.0,Low,52.4,0.3431,Eastern,52.4,False,True
755,761,2021-07-08,Montgomery,North Carolina,37123.0,3389,97.0,25485.0,0.133,0.0038,0.0,6.0,0.0,0.0,23.54,Moderate,52.4,0.3431,Eastern,52.4,False,True
849,861,2021-07-09,Montgomery,North Carolina,37123.0,3390,97.0,25485.0,0.133,0.0038,1.0,6.0,0.0,0.0,23.54,Moderate,52.4,0.3431,Eastern,52.4,False,True
944,961,2021-07-10,Montgomery,North Carolina,37123.0,3390,97.0,25485.0,0.133,0.0038,0.0,6.0,0.0,0.0,23.54,Moderate,52.4,0.3431,Eastern,52.4,False,True
1039,1061,2021-07-11,Montgomery,North Carolina,37123.0,3390,97.0,25485.0,0.133,0.0038,0.0,6.0,0.0,0.0,23.54,Moderate,52.4,0.3431,Eastern,52.4,False,True
1134,1161,2021-07-12,Montgomery,North Carolina,37123.0,3393,97.0,25485.0,0.1331,0.0038,3.0,9.0,0.0,0.0,35.31,Moderate,52.4,0.3431,Eastern,52.4,False,True
1230,1261,2021-07-13,Montgomery,North Carolina,37123.0,3394,97.0,25485.0,0.1332,0.0038,1.0,5.0,0.0,0.0,19.62,Moderate,52.4,0.3431,Eastern,52.4,False,True
1327,1361,2021-07-14,Montgomery,North Carolina,37123.0,3396,97.0,25485.0,0.1333,0.0038,2.0,7.0,0.0,0.0,27.47,Moderate,52.4,0.3431,Eastern,52.4,False,True
1426,1461,2021-07-15,Montgomery,North Carolina,37123.0,3400,97.0,25485.0,0.1334,0.0038,4.0,11.0,0.0,0.0,43.16,Moderate,52.4,0.3431,Eastern,52.4,False,True
1526,1561,2021-07-16,Montgomery,North Carolina,37123.0,3405,97.0,25485.0,0.1336,0.0038,5.0,15.0,0.0,0.0,58.86,Substantial,52.4,0.3431,Eastern,52.4,True,True
1626,1661,2021-07-17,Montgomery,North Carolina,37123.0,3405,97.0,25485.0,0.1336,0.0038,0.0,15.0,0.0,0.0,58.86,Substantial,52.4,0.3431,Eastern,52.4,True,True
1726,1761,2021-07-18,Montgomery,North Carolina,37123.0,3405,97.0,25485.0,0.1336,0.0038,0.0,15.0,0.0,0.0,58.86,Substantial,52.4,0.3431,Eastern,52.4,True,True
1825,1861,2021-07-19,Montgomery,North Carolina,37123.0,3417,97.0,25485.0,0.1341,0.0038,12.0,24.0,0.0,0.0,94.17,Substantial,52.4,0.3431,Eastern,52.4,True,True
1924,1961,2021-07-20,Montgomery,North Carolina,37123.0,3421,97.0,25485.0,0.1342,0.0038,4.0,27.0,0.0,0.0,105.94,High,52.4,0.3431,Eastern,52.4,True,True
2024,2061,2021-07-21,Montgomery,North Carolina,37123.0,3419,97.0,25485.0,0.1342,0.0038,-2.0,23.0,0.0,0.0,90.25,Substantial,52.4,0.3431,Eastern,52.4,True,True
2124,2161,2021-07-22,Montgomery,North Carolina,37123.0,3425,97.0,25485.0,0.1344,0.0038,6.0,25.0,0.0,0.0,98.1,Substantial,52.4,0.3431,Eastern,52.4,True,True
2224,2261,2021-07-23,Montgomery,North Carolina,37123.0,3427,97.0,25485.0,0.1345,0.0038,2.0,22.0,0.0,0.0,86.33,Substantial,52.4,0.3431,Eastern,52.4,True,True
2324,2361,2021-07-24,Montgomery,North Carolina,37123.0,3427,97.0,25485.0,0.1345,0.0038,0.0,22.0,0.0,0.0,86.33,Substantial,52.4,0.3431,Eastern,52.4,True,True
2424,2461,2021-07-25,Montgomery,North Carolina,37123.0,3427,97.0,25485.0,0.1345,0.0038,0.0,22.0,0.0,0.0,86.33,Substantial,52.4,0.3431,Eastern,52.4,True,True
2524,2561,2021-07-26,Montgomery,North Carolina,37123.0,3432,97.0,25485.0,0.1347,0.0038,5.0,15.0,0.0,0.0,58.86,Substantial,52.4,0.3431,Eastern,52.4,True,True
2624,2661,2021-07-27,Montgomery,North Carolina,37123.0,3436,97.0,25485.0,0.1348,0.0038,4.0,15.0,0.0,0.0,58.86,Substantial,52.4,0.3431,Eastern,52.4,True,True
2724,2761,2021-07-28,Montgomery,North Carolina,37123.0,3442,97.0,25485.0,0.1351,0.0038,6.0,23.0,0.0,0.0,90.25,Substantial,52.4,0.3431,Eastern,52.4,True,True
2824,2861,2021-07-29,Montgomery,North Carolina,37123.0,3444,97.0,25485.0,0.1351,0.0038,2.0,19.0,0.0,0.0,74.55,Substantial,52.4,0.3431,Eastern,52.4,True,True
2924,2961,2021-07-30,Montgomery,North Carolina,37123.0,3447,97.0,25485.0,0.1353,0.0038,3.0,20.0,0.0,0.0,78.48,Substantial,52.4,0.3431,Eastern,52.4,True,True
3024,3061,2021-07-31,Montgomery,North Carolina,37123.0,3447,97.0,25485.0,0.1353,0.0038,0.0,20.0,0.0,0.0,78.48,Substantial,52.4,0.3431,Eastern,52.4,True,True
3124,3161,2021-08-01,Montgomery,North Carolina,37123.0,3447,97.0,25485.0,0.1353,0.0038,0.0,20.0,0.0,0.0,78.48,Substantial,52.4,0.3431,Eastern,52.4,True,True
3224,3261,2021-08-02,Montgomery,North Carolina,37123.0,3467,97.0,25485.0,0.136,0.0038,20.0,35.0,0.0,0.0,137.34,High,52.4,0.3431,Eastern,52.4,True,True
